geo_name,geo_id,geo_level,metric,race,value
Indiana,18,state,median net worth,Residents of color (total),16639.77292
Iowa,19,state,median net worth,Overall,108277.5058
Iowa,19,state,median net worth,AAPI,60418.58425
Iowa,19,state,median net worth,Black,1143.654703
Iowa,19,state,median net worth,Hispanic,20414.02561
Iowa,19,state,median net worth,White,126745.4235
Iowa,19,state,median net worth,Residents of color (total),11282.47951
Kansas,20,state,median net worth,Overall,93591.66717
Kansas,20,state,median net worth,AAPI,54683.42259
Kansas,20,state,median net worth,Black,9886.994039
Kansas,20,state,median net worth,Hispanic,26019.84811
Kansas,20,state,median net worth,White,121859.651
Kansas,20,state,median net worth,Residents of color (total),21526.82379
Kentucky,21,state,median net worth,Overall,83952.97563
Kentucky,21,state,median net worth,AAPI,65328.57563
Kentucky,21,state,median net worth,Black,10365.93358
Kentucky,21,state,median net worth,Hispanic,14252.30172
Kentucky,21,state,median net worth,White,100568.4995
Kentucky,21,state,median net worth,Residents of color (total),15727.81239
Louisiana,22,state,median net worth,Overall,82049.53711
Louisiana,22,state,median net worth,AAPI,105868.4667
Louisiana,22,state,median net worth,Black,14769.53333
Louisiana,22,state,median net worth,Hispanic,21265.35527
Louisiana,22,state,median net worth,White,143243.8925
Louisiana,22,state,median net worth,Residents of color (total),19046.77507
Maine,23,state,median net worth,Overall,146036.325
Maine,23,state,median net worth,AAPI,NA
Maine,23,state,median net worth,Black,NA
Maine,23,state,median net worth,Hispanic,NA
Maine,23,state,median net worth,White,153516.5271
Maine,23,state,median net worth,Residents of color (total),45545.3001
Maryland,24,state,median net worth,Overall,210375.5214
Maryland,24,state,median net worth,AAPI,285909.8816
Maryland,24,state,median net worth,Black,65394.06667
Maryland,24,state,median net worth,Hispanic,70369.71383
Maryland,24,state,median net worth,White,345283.2735
Maryland,24,state,median net worth,Residents of color (total),87665.44155
Massachusetts,25,state,median net worth,Overall,251330.1832
Massachusetts,25,state,median net worth,AAPI,195663.6684
Massachusetts,25,state,median net worth,Black,19729.05553
Massachusetts,25,state,median net worth,Hispanic,9373.277528
Massachusetts,25,state,median net worth,White,360455.4648
Massachusetts,25,state,median net worth,Residents of color (total),30168.47139
Michigan,26,state,median net worth,Overall,113258.4635
Michigan,26,state,median net worth,AAPI,120737.8991
Michigan,26,state,median net worth,Black,9457.924831
Michigan,26,state,median net worth,Hispanic,33132.14159
Michigan,26,state,median net worth,White,153144.8999
Michigan,26,state,median net worth,Residents of color (total),21438.61366
Minnesota,27,state,median net worth,Overall,180129.7333
Minnesota,27,state,median net worth,AAPI,104584.134
Minnesota,27,state,median net worth,Black,5390.27161
Minnesota,27,state,median net worth,Hispanic,29373.41416
Minnesota,27,state,median net worth,White,220412.5759
Minnesota,27,state,median net worth,Residents of color (total),25769.87253
Mississippi,28,state,median net worth,Overall,66158.07135
Mississippi,28,state,median net worth,AAPI,111808.8556
Mississippi,28,state,median net worth,Black,15360.93884
Mississippi,28,state,median net worth,Hispanic,27713.2
Mississippi,28,state,median net worth,White,121759.264
Mississippi,28,state,median net worth,Residents of color (total),17448.46811
Missouri,29,state,median net worth,Overall,97032.57743
Missouri,29,state,median net worth,AAPI,85889.31531
Missouri,29,state,median net worth,Black,7826.252714
Missouri,29,state,median net worth,Hispanic,29138.06667
Missouri,29,state,median net worth,White,123949.2764
Missouri,29,state,median net worth,Residents of color (total),16493.53333
Montana,30,state,median net worth,Overall,158783.6495
Montana,30,state,median net worth,AAPI,NA
Montana,30,state,median net worth,Black,NA
Montana,30,state,median net worth,Hispanic,NA
Montana,30,state,median net worth,White,185589.1601
Montana,30,state,median net worth,Residents of color (total),NA
Nebraska,31,state,median net worth,Overall,103158.3518
Nebraska,31,state,median net worth,AAPI,NA
Nebraska,31,state,median net worth,Black,NA
Nebraska,31,state,median net worth,Hispanic,22238.26667
Nebraska,31,state,median net worth,White,129993.915
Nebraska,31,state,median net worth,Residents of color (total),20209.03955
Nevada,32,state,median net worth,Overall,118589.1452
Nevada,32,state,median net worth,AAPI,151616.1054
Nevada,32,state,median net worth,Black,6881.44495
Nevada,32,state,median net worth,Hispanic,33215.37786
Nevada,32,state,median net worth,White,223723.6231
Nevada,32,state,median net worth,Residents of color (total),35546.86195
New Hampshire,33,state,median net worth,Overall,213927.8917
New Hampshire,33,state,median net worth,AAPI,189201.7655
New Hampshire,33,state,median net worth,Black,NA
New Hampshire,33,state,median net worth,Hispanic,NA
New Hampshire,33,state,median net worth,White,225578.3333
New Hampshire,33,state,median net worth,Residents of color (total),71492.32711
New Jersey,34,state,median net worth,Overall,211417.2449
New Jersey,34,state,median net worth,AAPI,265799.282
New Jersey,34,state,median net worth,Black,19137.81534
New Jersey,34,state,median net worth,Hispanic,22835.84721
New Jersey,34,state,median net worth,White,368415.2917
New Jersey,34,state,median net worth,Residents of color (total),48153.67151
New Mexico,35,state,median net worth,Overall,99030.66271
New Mexico,35,state,median net worth,AAPI,NA
New Mexico,35,state,median net worth,Black,NA
New Mexico,35,state,median net worth,Hispanic,59236.92479
New Mexico,35,state,median net worth,White,194984.8667
New Mexico,35,state,median net worth,Residents of color (total),55337.06435
New York,36,state,median net worth,Overall,120889.4392
New York,36,state,median net worth,AAPI,143944.7333
New York,36,state,median net worth,Black,13334.1893
New York,36,state,median net worth,Hispanic,9362.803221
New York,36,state,median net worth,White,221963.3316
New York,36,state,median net worth,Residents of color (total),20342.53952
North Carolina,37,state,median net worth,Overall,104870.9217
North Carolina,37,state,median net worth,AAPI,143208.3685
North Carolina,37,state,median net worth,Black,15439.17268
North Carolina,37,state,median net worth,Hispanic,21820.18913
North Carolina,37,state,median net worth,White,168340.1
North Carolina,37,state,median net worth,Residents of color (total),22988.68083
North Dakota,38,state,median net worth,Overall,89456.92409
North Dakota,38,state,median net worth,AAPI,NA
North Dakota,38,state,median net worth,Black,NA
North Dakota,38,state,median net worth,Hispanic,NA
North Dakota,38,state,median net worth,White,120655.2201
North Dakota,38,state,median net worth,Residents of color (total),3143.775677
Ohio,39,state,median net worth,Overall,94766.65129
Ohio,39,state,median net worth,AAPI,109738.5268
Ohio,39,state,median net worth,Black,4558.698576
Ohio,39,state,median net worth,Hispanic,14523.55606
Ohio,39,state,median net worth,White,125181.7853
Ohio,39,state,median net worth,Residents of color (total),9887.97946
Oklahoma,40,state,median net worth,Overall,78824.26761
Oklahoma,40,state,median net worth,AAPI,56916.08534
Oklahoma,40,state,median net worth,Black,5661.259796
Oklahoma,40,state,median net worth,Hispanic,15342.44793
Oklahoma,40,state,median net worth,White,113821.0978
Oklahoma,40,state,median net worth,Residents of color (total),23574.33333
Oregon,41,state,median net worth,Overall,189133.0667
Oregon,41,state,median net worth,AAPI,209835.9713
Oregon,41,state,median net worth,Black,NA
Oregon,41,state,median net worth,Hispanic,29200.42623
Oregon,41,state,median net worth,White,237425.0677
Oregon,41,state,median net worth,Residents of color (total),49936.16502
Pennsylvania,42,state,median net worth,Overall,126013.6655
Pennsylvania,42,state,median net worth,AAPI,118354.8667
Pennsylvania,42,state,median net worth,Black,11970.33789
Pennsylvania,42,state,median net worth,Hispanic,15586.64162
Pennsylvania,42,state,median net worth,White,166335.5642
Pennsylvania,42,state,median net worth,Residents of color (total),22286.83652
Rhode Island,44,state,median net worth,Overall,165742.3796
Rhode Island,44,state,median net worth,AAPI,NA
Rhode Island,44,state,median net worth,Black,NA
Rhode Island,44,state,median net worth,Hispanic,NA
Rhode Island,44,state,median net worth,White,239075.2
Rhode Island,44,state,median net worth,Residents of color (total),17502.78362
South Carolina,45,state,median net worth,Overall,108529.7498
South Carolina,45,state,median net worth,AAPI,116306.194
South Carolina,45,state,median net worth,Black,21703.51372
South Carolina,45,state,median net worth,Hispanic,26475.91368
South Carolina,45,state,median net worth,White,179878.0691
South Carolina,45,state,median net worth,Residents of color (total),25380.63785
South Dakota,46,state,median net worth,Overall,114027.9141
South Dakota,46,state,median net worth,AAPI,NA
South Dakota,46,state,median net worth,Black,NA
South Dakota,46,state,median net worth,Hispanic,NA
South Dakota,46,state,median net worth,White,137751.493
South Dakota,46,state,median net worth,Residents of color (total),NA
Tennessee,47,state,median net worth,Overall,103565.0395
Tennessee,47,state,median net worth,AAPI,129176.1333
Tennessee,47,state,median net worth,Black,12158.62017
Tennessee,47,state,median net worth,Hispanic,12302.88647
Tennessee,47,state,median net worth,White,144853.58
Tennessee,47,state,median net worth,Residents of color (total),16109.55567
Texas,48,state,median net worth,Overall,87881.88062
Texas,48,state,median net worth,AAPI,162954.4667
Texas,48,state,median net worth,Black,14476.26628
Texas,48,state,median net worth,Hispanic,40112.36572
Texas,48,state,median net worth,White,191072.6622
Texas,48,state,median net worth,Residents of color (total),39086.40227
Utah,49,state,median net worth,Overall,201571.7674
Utah,49,state,median net worth,AAPI,125352.6357
Utah,49,state,median net worth,Black,NA
Utah,49,state,median net worth,Hispanic,42466.26667
Utah,49,state,median net worth,White,247777.6194
Utah,49,state,median net worth,Residents of color (total),47875.4
Vermont,50,state,median net worth,Overall,171032.0821
Vermont,50,state,median net worth,AAPI,NA
Vermont,50,state,median net worth,Black,NA
Vermont,50,state,median net worth,Hispanic,NA
Vermont,50,state,median net worth,White,183360.1518
Vermont,50,state,median net worth,Residents of color (total),NA
Virginia,51,state,median net worth,Overall,178512.3786
Virginia,51,state,median net worth,AAPI,270287.2743
Virginia,51,state,median net worth,Black,35076.7206
Virginia,51,state,median net worth,Hispanic,51829.06667
Virginia,51,state,median net worth,White,259976.2
Virginia,51,state,median net worth,Residents of color (total),61359.4864
Washington,53,state,median net worth,Overall,218793.218
Washington,53,state,median net worth,AAPI,249269.1762
Washington,53,state,median net worth,Black,13665.27321
Washington,53,state,median net worth,Hispanic,29631.32453
Washington,53,state,median net worth,White,286203.8757
Washington,53,state,median net worth,Residents of color (total),67584.86667
West Virginia,54,state,median net worth,Overall,88474.34988
West Virginia,54,state,median net worth,AAPI,NA
West Virginia,54,state,median net worth,Black,NA
West Virginia,54,state,median net worth,Hispanic,NA
West Virginia,54,state,median net worth,White,92445.91001
West Virginia,54,state,median net worth,Residents of color (total),31872.66338
Wisconsin,55,state,median net worth,Overall,132614.5986
Wisconsin,55,state,median net worth,AAPI,61358.12377
Wisconsin,55,state,median net worth,Black,2936.234904
Wisconsin,55,state,median net worth,Hispanic,11757.98002
Wisconsin,55,state,median net worth,White,169715.0643
Wisconsin,55,state,median net worth,Residents of color (total),10533.50226
Wyoming,56,state,median net worth,Overall,178150.9411
Wyoming,56,state,median net worth,AAPI,NA
Wyoming,56,state,median net worth,Black,NA
Wyoming,56,state,median net worth,Hispanic,NA
Wyoming,56,state,median net worth,White,206908.8305
Wyoming,56,state,median net worth,Residents of color (total),34839.7508
"Akron, OH",NA,city,median net worth,Overall,34911.52827
"Akron, OH",NA,city,median net worth,AAPI,NA
"Akron, OH",NA,city,median net worth,Black,3988.4885
"Akron, OH",NA,city,median net worth,Hispanic,NA
"Akron, OH",NA,city,median net worth,White,65609.3397
"Akron, OH",NA,city,median net worth,Residents of color (total),5645.510661
"Albuquerque, NM",NA,city,median net worth,Overall,103043.3985
"Albuquerque, NM",NA,city,median net worth,AAPI,NA
"Albuquerque, NM",NA,city,median net worth,Black,NA
"Albuquerque, NM",NA,city,median net worth,Hispanic,58504.94842
"Albuquerque, NM",NA,city,median net worth,White,206426.8419
"Albuquerque, NM",NA,city,median net worth,Residents of color (total),56096.70785
"Amarillo, TX",NA,city,median net worth,Overall,76120.4
"Amarillo, TX",NA,city,median net worth,AAPI,NA
"Amarillo, TX",NA,city,median net worth,Black,NA
"Amarillo, TX",NA,city,median net worth,Hispanic,29948.47596
"Amarillo, TX",NA,city,median net worth,White,121551.9659
"Amarillo, TX",NA,city,median net worth,Residents of color (total),30873.58337
"Anaheim, CA",NA,city,median net worth,Overall,108757.5857
"Anaheim, CA",NA,city,median net worth,AAPI,287417.3025
"Anaheim, CA",NA,city,median net worth,Black,NA
"Anaheim, CA",NA,city,median net worth,Hispanic,22744.14543
"Anaheim, CA",NA,city,median net worth,White,364628.0851
"Anaheim, CA",NA,city,median net worth,Residents of color (total),49994.35692
"Anchorage, AK",NA,city,median net worth,Overall,175300.8962
"Anchorage, AK",NA,city,median net worth,AAPI,NA
"Anchorage, AK",NA,city,median net worth,Black,NA
"Anchorage, AK",NA,city,median net worth,Hispanic,NA
"Anchorage, AK",NA,city,median net worth,White,264812.959
"Anchorage, AK",NA,city,median net worth,Residents of color (total),NA
"Arlington, TX",NA,city,median net worth,Overall,59168.06667
"Arlington, TX",NA,city,median net worth,AAPI,130851.2639
"Arlington, TX",NA,city,median net worth,Black,NA
"Arlington, TX",NA,city,median net worth,Hispanic,33472.42188
"Arlington, TX",NA,city,median net worth,White,165400.8458
"Arlington, TX",NA,city,median net worth,Residents of color (total),26657.02051
"Arlington, VA",NA,city,median net worth,Overall,168660.7034
"Arlington, VA",NA,city,median net worth,AAPI,NA
"Arlington, VA",NA,city,median net worth,Black,NA
"Arlington, VA",NA,city,median net worth,Hispanic,NA
"Arlington, VA",NA,city,median net worth,White,315448.4007
"Arlington, VA",NA,city,median net worth,Residents of color (total),32496.48335
"Atlanta, GA",NA,city,median net worth,Overall,66736.57269
"Atlanta, GA",NA,city,median net worth,AAPI,NA
"Atlanta, GA",NA,city,median net worth,Black,5180.02189
"Atlanta, GA",NA,city,median net worth,Hispanic,NA
"Atlanta, GA",NA,city,median net worth,White,238354.6674
"Atlanta, GA",NA,city,median net worth,Residents of color (total),11843.92437
"Aurora, CO",NA,city,median net worth,Overall,90809.9785
"Aurora, CO",NA,city,median net worth,AAPI,NA
"Aurora, CO",NA,city,median net worth,Black,NA
"Aurora, CO",NA,city,median net worth,Hispanic,NA
"Aurora, CO",NA,city,median net worth,White,230450.6735
"Aurora, CO",NA,city,median net worth,Residents of color (total),20381.52618
"Austin, TX",NA,city,median net worth,Overall,90267.63159
"Austin, TX",NA,city,median net worth,AAPI,93092.18298
"Austin, TX",NA,city,median net worth,Black,NA
"Austin, TX",NA,city,median net worth,Hispanic,13890.62566
"Austin, TX",NA,city,median net worth,White,218622.5018
"Austin, TX",NA,city,median net worth,Residents of color (total),17744.45686
"Bakersfield, CA",NA,city,median net worth,Overall,74243.2282
"Bakersfield, CA",NA,city,median net worth,AAPI,NA
"Bakersfield, CA",NA,city,median net worth,Black,NA
"Bakersfield, CA",NA,city,median net worth,Hispanic,23987.4
"Bakersfield, CA",NA,city,median net worth,White,222930.0402
"Bakersfield, CA",NA,city,median net worth,Residents of color (total),27682.61329
"Baltimore, MD",NA,city,median net worth,Overall,37235.88941
"Baltimore, MD",NA,city,median net worth,AAPI,NA
"Baltimore, MD",NA,city,median net worth,Black,12268.19303
"Baltimore, MD",NA,city,median net worth,Hispanic,NA
"Baltimore, MD",NA,city,median net worth,White,148626.7333
"Baltimore, MD",NA,city,median net worth,Residents of color (total),14918.42486
"Birmingham, AL",NA,city,median net worth,Overall,15643.54295
"Birmingham, AL",NA,city,median net worth,AAPI,NA
"Birmingham, AL",NA,city,median net worth,Black,8518.980995
"Birmingham, AL",NA,city,median net worth,Hispanic,NA
"Birmingham, AL",NA,city,median net worth,White,76160.04056
"Birmingham, AL",NA,city,median net worth,Residents of color (total),8684.640591
"Boise, ID",NA,city,median net worth,Overall,143287.7151
"Boise, ID",NA,city,median net worth,AAPI,NA
"Boise, ID",NA,city,median net worth,Black,NA
"Boise, ID",NA,city,median net worth,Hispanic,NA
"Boise, ID",NA,city,median net worth,White,174560.7879
"Boise, ID",NA,city,median net worth,Residents of color (total),NA
"Boston, MA",NA,city,median net worth,Overall,57801.02347
"Boston, MA",NA,city,median net worth,AAPI,30430.91983
"Boston, MA",NA,city,median net worth,Black,11238.01942
"Boston, MA",NA,city,median net worth,Hispanic,5745.124431
"Boston, MA",NA,city,median net worth,White,214893.8679
"Boston, MA",NA,city,median net worth,Residents of color (total),11054.62358
"Buffalo, NY",NA,city,median net worth,Overall,17967.98634
"Buffalo, NY",NA,city,median net worth,AAPI,NA
"Buffalo, NY",NA,city,median net worth,Black,6204.430283
"Buffalo, NY",NA,city,median net worth,Hispanic,3052.266108
"Buffalo, NY",NA,city,median net worth,White,54310.82341
"Buffalo, NY",NA,city,median net worth,Residents of color (total),5402.164437
"Chandler, AZ",NA,city,median net worth,Overall,245276.3392
"Chandler, AZ",NA,city,median net worth,AAPI,249112.0296
"Chandler, AZ",NA,city,median net worth,Black,NA
"Chandler, AZ",NA,city,median net worth,Hispanic,NA
"Chandler, AZ",NA,city,median net worth,White,323471.9401
"Chandler, AZ",NA,city,median net worth,Residents of color (total),118985.4712
"Charlotte, NC",NA,city,median net worth,Overall,90855.75427
"Charlotte, NC",NA,city,median net worth,AAPI,109895.5789
"Charlotte, NC",NA,city,median net worth,Black,17103.4864
"Charlotte, NC",NA,city,median net worth,Hispanic,16521.73333
"Charlotte, NC",NA,city,median net worth,White,245041.4877
"Charlotte, NC",NA,city,median net worth,Residents of color (total),21749.6765
"Chattanooga, TN",NA,city,median net worth,Overall,60195.22504
"Chattanooga, TN",NA,city,median net worth,AAPI,NA
"Chattanooga, TN",NA,city,median net worth,Black,NA
"Chattanooga, TN",NA,city,median net worth,Hispanic,NA
"Chattanooga, TN",NA,city,median net worth,White,121968.1055
"Chattanooga, TN",NA,city,median net worth,Residents of color (total),10864.87277
"Chesapeake, VA",NA,city,median net worth,Overall,176808.4741
"Chesapeake, VA",NA,city,median net worth,AAPI,NA
"Chesapeake, VA",NA,city,median net worth,Black,NA
"Chesapeake, VA",NA,city,median net worth,Hispanic,NA
"Chesapeake, VA",NA,city,median net worth,White,290372.8485
"Chesapeake, VA",NA,city,median net worth,Residents of color (total),NA
"Chicago, IL",NA,city,median net worth,Overall,50715.83735
"Chicago, IL",NA,city,median net worth,AAPI,97090.04406
"Chicago, IL",NA,city,median net worth,Black,4717.701262
"Chicago, IL",NA,city,median net worth,Hispanic,27047.13333
"Chicago, IL",NA,city,median net worth,White,172042.4605
"Chicago, IL",NA,city,median net worth,Residents of color (total),16022.67713
"Chula Vista, CA",NA,city,median net worth,Overall,167947.6002
"Chula Vista, CA",NA,city,median net worth,AAPI,347943.9347
"Chula Vista, CA",NA,city,median net worth,Black,NA
"Chula Vista, CA",NA,city,median net worth,Hispanic,68363.45752
"Chula Vista, CA",NA,city,median net worth,White,424376.0982
"Chula Vista, CA",NA,city,median net worth,Residents of color (total),113105.5597
"Cincinnati, OH",NA,city,median net worth,Overall,20895.1169
"Cincinnati, OH",NA,city,median net worth,AAPI,NA
"Cincinnati, OH",NA,city,median net worth,Black,1573.050649
"Cincinnati, OH",NA,city,median net worth,Hispanic,NA
"Cincinnati, OH",NA,city,median net worth,White,77819.61811
"Cincinnati, OH",NA,city,median net worth,Residents of color (total),2485.157776
"Cleveland, OH",NA,city,median net worth,Overall,10939.25093
"Cleveland, OH",NA,city,median net worth,AAPI,NA
"Cleveland, OH",NA,city,median net worth,Black,3571.267916
"Cleveland, OH",NA,city,median net worth,Hispanic,3751.234566
"Cleveland, OH",NA,city,median net worth,White,47425.60074
"Cleveland, OH",NA,city,median net worth,Residents of color (total),3899.429885
"Colorado Springs, CO",NA,city,median net worth,Overall,184614.674
"Colorado Springs, CO",NA,city,median net worth,AAPI,NA
"Colorado Springs, CO",NA,city,median net worth,Black,NA
"Colorado Springs, CO",NA,city,median net worth,Hispanic,NA
"Colorado Springs, CO",NA,city,median net worth,White,248223.7457
"Colorado Springs, CO",NA,city,median net worth,Residents of color (total),43205.18049
"Columbus, OH",NA,city,median net worth,Overall,48297.61261
"Columbus, OH",NA,city,median net worth,AAPI,NA
"Columbus, OH",NA,city,median net worth,Black,3197.542061
"Columbus, OH",NA,city,median net worth,Hispanic,7442.451505
"Columbus, OH",NA,city,median net worth,White,111680.4434
"Columbus, OH",NA,city,median net worth,Residents of color (total),6030.630319
"Corpus Christi, TX",NA,city,median net worth,Overall,63845.79461
"Corpus Christi, TX",NA,city,median net worth,AAPI,NA
"Corpus Christi, TX",NA,city,median net worth,Black,NA
"Corpus Christi, TX",NA,city,median net worth,Hispanic,47674.404
"Corpus Christi, TX",NA,city,median net worth,White,137842.6163
"Corpus Christi, TX",NA,city,median net worth,Residents of color (total),45117.17438
"Dallas, TX",NA,city,median net worth,Overall,41006.08637
"Dallas, TX",NA,city,median net worth,AAPI,NA
"Dallas, TX",NA,city,median net worth,Black,6607.475389
"Dallas, TX",NA,city,median net worth,Hispanic,23223.44686
"Dallas, TX",NA,city,median net worth,White,203474.3409
"Dallas, TX",NA,city,median net worth,Residents of color (total),13825.24098
"Denver, CO",NA,city,median net worth,Overall,131356.2924
"Denver, CO",NA,city,median net worth,AAPI,NA
"Denver, CO",NA,city,median net worth,Black,NA
"Denver, CO",NA,city,median net worth,Hispanic,28543.89164
"Denver, CO",NA,city,median net worth,White,226694.4916
"Denver, CO",NA,city,median net worth,Residents of color (total),33486.23813
"Detroit, MI",NA,city,median net worth,Overall,12355.6957
"Detroit, MI",NA,city,median net worth,AAPI,NA
"Detroit, MI",NA,city,median net worth,Black,8868.616848
"Detroit, MI",NA,city,median net worth,Hispanic,NA
"Detroit, MI",NA,city,median net worth,White,41422.6265
"Detroit, MI",NA,city,median net worth,Residents of color (total),10186.6582
"Durham, NC",NA,city,median net worth,Overall,91303.33713
"Durham, NC",NA,city,median net worth,AAPI,NA
"Durham, NC",NA,city,median net worth,Black,NA
"Durham, NC",NA,city,median net worth,Hispanic,NA
"Durham, NC",NA,city,median net worth,White,219832.0536
"Durham, NC",NA,city,median net worth,Residents of color (total),23180.61714
"El Paso, TX",NA,city,median net worth,Overall,45945.69434
"El Paso, TX",NA,city,median net worth,AAPI,NA
"El Paso, TX",NA,city,median net worth,Black,NA
"El Paso, TX",NA,city,median net worth,Hispanic,39509.53333
"El Paso, TX",NA,city,median net worth,White,113365.6676
"El Paso, TX",NA,city,median net worth,Residents of color (total),38225.30083
"Fayetteville, NC",NA,city,median net worth,Overall,27152.58198
"Fayetteville, NC",NA,city,median net worth,AAPI,NA
"Fayetteville, NC",NA,city,median net worth,Black,9513.277652
"Fayetteville, NC",NA,city,median net worth,Hispanic,NA
"Fayetteville, NC",NA,city,median net worth,White,70293.388
"Fayetteville, NC",NA,city,median net worth,Residents of color (total),12185.71097
"Fontana, CA",NA,city,median net worth,Overall,169597.6493
"Fontana, CA",NA,city,median net worth,AAPI,NA
"Fontana, CA",NA,city,median net worth,Black,NA
"Fontana, CA",NA,city,median net worth,Hispanic,110900.7327
"Fontana, CA",NA,city,median net worth,White,370936.3079
"Fontana, CA",NA,city,median net worth,Residents of color (total),134646.8667
"Fort Wayne, IN",NA,city,median net worth,Overall,57252.9626
"Fort Wayne, IN",NA,city,median net worth,AAPI,NA
"Fort Wayne, IN",NA,city,median net worth,Black,3239.546279
"Fort Wayne, IN",NA,city,median net worth,Hispanic,NA
"Fort Wayne, IN",NA,city,median net worth,White,84042.17776
"Fort Wayne, IN",NA,city,median net worth,Residents of color (total),NA
"Fort Worth, TX",NA,city,median net worth,Overall,91128.84901
"Fort Worth, TX",NA,city,median net worth,AAPI,126438.7333
"Fort Worth, TX",NA,city,median net worth,Black,13517.41449
"Fort Worth, TX",NA,city,median net worth,Hispanic,50225.26667
"Fort Worth, TX",NA,city,median net worth,White,175817.9529
"Fort Worth, TX",NA,city,median net worth,Residents of color (total),40209.75723
"Fresno, CA",NA,city,median net worth,Overall,55500.68466
"Fresno, CA",NA,city,median net worth,AAPI,NA
"Fresno, CA",NA,city,median net worth,Black,2816.600414
"Fresno, CA",NA,city,median net worth,Hispanic,21246.56662
"Fresno, CA",NA,city,median net worth,White,186856.0511
"Fresno, CA",NA,city,median net worth,Residents of color (total),21333.43089
"Garland, TX",NA,city,median net worth,Overall,97978.47376
"Garland, TX",NA,city,median net worth,AAPI,152500.4333
"Garland, TX",NA,city,median net worth,Black,NA
"Garland, TX",NA,city,median net worth,Hispanic,51404.94554
"Garland, TX",NA,city,median net worth,White,230517.0529
"Garland, TX",NA,city,median net worth,Residents of color (total),47925.31675
"Gilbert, AZ",NA,city,median net worth,Overall,298509.0859
"Gilbert, AZ",NA,city,median net worth,AAPI,302489.8187
"Gilbert, AZ",NA,city,median net worth,Black,NA
"Gilbert, AZ",NA,city,median net worth,Hispanic,127706.5141
"Gilbert, AZ",NA,city,median net worth,White,357009.7023
"Gilbert, AZ",NA,city,median net worth,Residents of color (total),164110.5983
"Glendale, AZ",NA,city,median net worth,Overall,89344.4912
"Glendale, AZ",NA,city,median net worth,AAPI,NA
"Glendale, AZ",NA,city,median net worth,Black,NA
"Glendale, AZ",NA,city,median net worth,Hispanic,29781.52033
"Glendale, AZ",NA,city,median net worth,White,181121.5045
"Glendale, AZ",NA,city,median net worth,Residents of color (total),28168.60109
"Greensboro, NC",NA,city,median net worth,Overall,39404.54775
"Greensboro, NC",NA,city,median net worth,AAPI,NA
"Greensboro, NC",NA,city,median net worth,Black,2049.045627
"Greensboro, NC",NA,city,median net worth,Hispanic,NA
"Greensboro, NC",NA,city,median net worth,White,179270.7209
"Greensboro, NC",NA,city,median net worth,Residents of color (total),4594.136281
"Hialeah, FL",NA,city,median net worth,Overall,29530.43227
"Hialeah, FL",NA,city,median net worth,AAPI,NA
"Hialeah, FL",NA,city,median net worth,Black,NA
"Hialeah, FL",NA,city,median net worth,Hispanic,27226.75866
"Hialeah, FL",NA,city,median net worth,White,NA
"Hialeah, FL",NA,city,median net worth,Residents of color (total),27327.85466
"Hollywood, FL",NA,city,median net worth,Overall,98370.24759
"Hollywood, FL",NA,city,median net worth,AAPI,NA
"Hollywood, FL",NA,city,median net worth,Black,NA
"Hollywood, FL",NA,city,median net worth,Hispanic,NA
"Hollywood, FL",NA,city,median net worth,White,217653.3919
"Hollywood, FL",NA,city,median net worth,Residents of color (total),34226.5134
"Honolulu, HI",NA,city,median net worth,Overall,214331.5979
"Honolulu, HI",NA,city,median net worth,AAPI,265718.3204
"Honolulu, HI",NA,city,median net worth,Black,NA
"Honolulu, HI",NA,city,median net worth,Hispanic,NA
"Honolulu, HI",NA,city,median net worth,White,311569.2205
"Honolulu, HI",NA,city,median net worth,Residents of color (total),188218.489
"Houston, TX",NA,city,median net worth,Overall,42063.52023
"Houston, TX",NA,city,median net worth,AAPI,88997.03198
"Houston, TX",NA,city,median net worth,Black,5577.540225
"Houston, TX",NA,city,median net worth,Hispanic,12409.28868
"Houston, TX",NA,city,median net worth,White,264621.0416
"Houston, TX",NA,city,median net worth,Residents of color (total),13824.67068
"Indianapolis, IN",NA,city,median net worth,Overall,44955.83067
"Indianapolis, IN",NA,city,median net worth,AAPI,NA
"Indianapolis, IN",NA,city,median net worth,Black,5068.630742
"Indianapolis, IN",NA,city,median net worth,Hispanic,NA
"Indianapolis, IN",NA,city,median net worth,White,95683.74885
"Indianapolis, IN",NA,city,median net worth,Residents of color (total),8075.889377
"Irving, TX",NA,city,median net worth,Overall,28756.46808
"Irving, TX",NA,city,median net worth,AAPI,NA
"Irving, TX",NA,city,median net worth,Black,NA
"Irving, TX",NA,city,median net worth,Hispanic,11992.34271
"Irving, TX",NA,city,median net worth,White,151547.8673
"Irving, TX",NA,city,median net worth,Residents of color (total),14249.08997
"Jacksonville, FL",NA,city,median net worth,Overall,75272.87685
"Jacksonville, FL",NA,city,median net worth,AAPI,NA
"Jacksonville, FL",NA,city,median net worth,Black,11001.52282
"Jacksonville, FL",NA,city,median net worth,Hispanic,24640.53333
"Jacksonville, FL",NA,city,median net worth,White,158592.3021
"Jacksonville, FL",NA,city,median net worth,Residents of color (total),19333.05531
"Jersey City, NJ",NA,city,median net worth,Overall,49439.8508
"Jersey City, NJ",NA,city,median net worth,AAPI,84263.15191
"Jersey City, NJ",NA,city,median net worth,Black,NA
"Jersey City, NJ",NA,city,median net worth,Hispanic,NA
