geo_name,geo_id,geo_level,metric,value
DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast),800824,PUMA,had_foreclosure_2yr_pct,0.0019
DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast),800824,PUMA,share_of_low_income_households_with_housing_cost_burden,0.6683
DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast),800824,PUMA,share_of_people_with_health_insurance,0.9298
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",800900,PUMA,median net worth,246547.66
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",800900,PUMA,homeownership_rate,0.712
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",800900,PUMA,median_home_value_among_homeowners,350000
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",800900,PUMA,at least 2000 emergency savings,0.7219
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",800900,PUMA,score_cleanpos_p50,738
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",800900,PUMA,has_delinq_pct,0.2109
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",800900,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0926
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",800900,PUMA,had_foreclosure_2yr_pct,0
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",800900,PUMA,share_of_low_income_households_with_housing_cost_burden,0.56
"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",800900,PUMA,share_of_people_with_health_insurance,0.9162
Mesa County (Central)--Greater Grand Junction & Fruita Cities,801001,PUMA,median net worth,159131.66
Mesa County (Central)--Greater Grand Junction & Fruita Cities,801001,PUMA,homeownership_rate,0.7002
Mesa County (Central)--Greater Grand Junction & Fruita Cities,801001,PUMA,median_home_value_among_homeowners,240000
Mesa County (Central)--Greater Grand Junction & Fruita Cities,801001,PUMA,at least 2000 emergency savings,0.6827
Mesa County (Central)--Greater Grand Junction & Fruita Cities,801001,PUMA,score_cleanpos_p50,726
Mesa County (Central)--Greater Grand Junction & Fruita Cities,801001,PUMA,has_delinq_pct,0.2201
Mesa County (Central)--Greater Grand Junction & Fruita Cities,801001,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0856
Mesa County (Central)--Greater Grand Junction & Fruita Cities,801001,PUMA,had_foreclosure_2yr_pct,4e-4
Mesa County (Central)--Greater Grand Junction & Fruita Cities,801001,PUMA,share_of_low_income_households_with_housing_cost_burden,0.6227
Mesa County (Central)--Greater Grand Junction & Fruita Cities,801001,PUMA,share_of_people_with_health_insurance,0.8999
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",801002,PUMA,median net worth,294507.72
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",801002,PUMA,homeownership_rate,0.7742
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",801002,PUMA,median_home_value_among_homeowners,315000
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",801002,PUMA,at least 2000 emergency savings,0.7178
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",801002,PUMA,score_cleanpos_p50,741
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",801002,PUMA,has_delinq_pct,0.1735
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",801002,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0952
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",801002,PUMA,had_foreclosure_2yr_pct,0.002
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",801002,PUMA,share_of_low_income_households_with_housing_cost_burden,0.5067
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",801002,PUMA,share_of_people_with_health_insurance,0.8888
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,804101,PUMA,median net worth,243317.7
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,804101,PUMA,homeownership_rate,0.7329
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,804101,PUMA,median_home_value_among_homeowners,340000
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,804101,PUMA,at least 2000 emergency savings,0.7629
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,804101,PUMA,score_cleanpos_p50,728
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,804101,PUMA,has_delinq_pct,0.2229
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,804101,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0722
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,804101,PUMA,had_foreclosure_2yr_pct,0.0011
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,804101,PUMA,share_of_low_income_households_with_housing_cost_burden,0.6852
El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,804101,PUMA,share_of_people_with_health_insurance,0.9543
El Paso County (West Central)--Colorado Springs City (West),804102,PUMA,median net worth,188038.67
El Paso County (West Central)--Colorado Springs City (West),804102,PUMA,homeownership_rate,0.5746
El Paso County (West Central)--Colorado Springs City (West),804102,PUMA,median_home_value_among_homeowners,350000
El Paso County (West Central)--Colorado Springs City (West),804102,PUMA,at least 2000 emergency savings,0.7309
El Paso County (West Central)--Colorado Springs City (West),804102,PUMA,score_cleanpos_p50,728
El Paso County (West Central)--Colorado Springs City (West),804102,PUMA,has_delinq_pct,0.2424
El Paso County (West Central)--Colorado Springs City (West),804102,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0977
El Paso County (West Central)--Colorado Springs City (West),804102,PUMA,had_foreclosure_2yr_pct,0
El Paso County (West Central)--Colorado Springs City (West),804102,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7137
El Paso County (West Central)--Colorado Springs City (West),804102,PUMA,share_of_people_with_health_insurance,0.9202
El Paso County (Central)--Colorado Springs City (Central),804103,PUMA,median net worth,119287.17
El Paso County (Central)--Colorado Springs City (Central),804103,PUMA,homeownership_rate,0.5424
El Paso County (Central)--Colorado Springs City (Central),804103,PUMA,median_home_value_among_homeowners,275000
El Paso County (Central)--Colorado Springs City (Central),804103,PUMA,at least 2000 emergency savings,0.655
El Paso County (Central)--Colorado Springs City (Central),804103,PUMA,score_cleanpos_p50,685
El Paso County (Central)--Colorado Springs City (Central),804103,PUMA,has_delinq_pct,0.3381
El Paso County (Central)--Colorado Springs City (Central),804103,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1239
El Paso County (Central)--Colorado Springs City (Central),804103,PUMA,had_foreclosure_2yr_pct,9e-4
El Paso County (Central)--Colorado Springs City (Central),804103,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7252
El Paso County (Central)--Colorado Springs City (Central),804103,PUMA,share_of_people_with_health_insurance,0.9012
El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,804104,PUMA,median net worth,202179.48
El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,804104,PUMA,homeownership_rate,0.6982
El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,804104,PUMA,median_home_value_among_homeowners,300000
El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,804104,PUMA,at least 2000 emergency savings,0.7595
El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,804104,PUMA,score_cleanpos_p50,762
El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,804104,PUMA,has_delinq_pct,0.1282
El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,804104,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0472
El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,804104,PUMA,had_foreclosure_2yr_pct,0
El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,804104,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7609
El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills,804104,PUMA,share_of_people_with_health_insurance,0.923
El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,804105,PUMA,median net worth,65045.879
El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,804105,PUMA,homeownership_rate,0.5289
El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,804105,PUMA,median_home_value_among_homeowners,248000
El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,804105,PUMA,at least 2000 emergency savings,0.57
El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,804105,PUMA,score_cleanpos_p50,NA
El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,804105,PUMA,has_delinq_pct,NA
El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,804105,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,NA
El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,804105,PUMA,had_foreclosure_2yr_pct,NA
El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,804105,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7598
El Paso County (Central)--Colorado Springs City (South) & Security-Widefield,804105,PUMA,share_of_people_with_health_insurance,0.9069
El Paso County (North Central)--Colorado Springs City (North) & Monument Town,804106,PUMA,median net worth,447708.56
El Paso County (North Central)--Colorado Springs City (North) & Monument Town,804106,PUMA,homeownership_rate,0.8115
El Paso County (North Central)--Colorado Springs City (North) & Monument Town,804106,PUMA,median_home_value_among_homeowners,420000
El Paso County (North Central)--Colorado Springs City (North) & Monument Town,804106,PUMA,at least 2000 emergency savings,0.8509
El Paso County (North Central)--Colorado Springs City (North) & Monument Town,804106,PUMA,score_cleanpos_p50,747
El Paso County (North Central)--Colorado Springs City (North) & Monument Town,804106,PUMA,has_delinq_pct,0.1565
El Paso County (North Central)--Colorado Springs City (North) & Monument Town,804106,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0599
El Paso County (North Central)--Colorado Springs City (North) & Monument Town,804106,PUMA,had_foreclosure_2yr_pct,0
El Paso County (North Central)--Colorado Springs City (North) & Monument Town,804106,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7546
El Paso County (North Central)--Colorado Springs City (North) & Monument Town,804106,PUMA,share_of_people_with_health_insurance,0.9459
"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",900100,PUMA,median net worth,333140.81
"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",900100,PUMA,homeownership_rate,0.717
"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",900100,PUMA,median_home_value_among_homeowners,350000
"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",900100,PUMA,at least 2000 emergency savings,0.7903
"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",900100,PUMA,score_cleanpos_p50,738
"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",900100,PUMA,has_delinq_pct,0.2099
"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",900100,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0625
"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",900100,PUMA,had_foreclosure_2yr_pct,0.0017
"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",900100,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7364
"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns",900100,PUMA,share_of_people_with_health_insurance,0.8675
"Fairfield, New Canaan, Wilton, Weston & Easton Towns",900101,PUMA,median net worth,943786.25
"Fairfield, New Canaan, Wilton, Weston & Easton Towns",900101,PUMA,homeownership_rate,0.8358
"Fairfield, New Canaan, Wilton, Weston & Easton Towns",900101,PUMA,median_home_value_among_homeowners,631000
"Fairfield, New Canaan, Wilton, Weston & Easton Towns",900101,PUMA,at least 2000 emergency savings,0.917
"Fairfield, New Canaan, Wilton, Weston & Easton Towns",900101,PUMA,score_cleanpos_p50,757
"Fairfield, New Canaan, Wilton, Weston & Easton Towns",900101,PUMA,has_delinq_pct,0.1462
"Fairfield, New Canaan, Wilton, Weston & Easton Towns",900101,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0392
"Fairfield, New Canaan, Wilton, Weston & Easton Towns",900101,PUMA,had_foreclosure_2yr_pct,0.0011
"Fairfield, New Canaan, Wilton, Weston & Easton Towns",900101,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7752
"Fairfield, New Canaan, Wilton, Weston & Easton Towns",900101,PUMA,share_of_people_with_health_insurance,0.9599
Stamford & Greenwich Towns,900102,PUMA,median net worth,347980.28
Stamford & Greenwich Towns,900102,PUMA,homeownership_rate,0.5512
Stamford & Greenwich Towns,900102,PUMA,median_home_value_among_homeowners,600000
Stamford & Greenwich Towns,900102,PUMA,at least 2000 emergency savings,0.7861
Stamford & Greenwich Towns,900102,PUMA,score_cleanpos_p50,737
Stamford & Greenwich Towns,900102,PUMA,has_delinq_pct,0.1779
Stamford & Greenwich Towns,900102,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0576
Stamford & Greenwich Towns,900102,PUMA,had_foreclosure_2yr_pct,6e-4
Stamford & Greenwich Towns,900102,PUMA,share_of_low_income_households_with_housing_cost_burden,0.803
Stamford & Greenwich Towns,900102,PUMA,share_of_people_with_health_insurance,0.919
"Norwalk, Westport & Darien Towns",900103,PUMA,median net worth,476613.75
"Norwalk, Westport & Darien Towns",900103,PUMA,homeownership_rate,0.6565
"Norwalk, Westport & Darien Towns",900103,PUMA,median_home_value_among_homeowners,600000
"Norwalk, Westport & Darien Towns",900103,PUMA,at least 2000 emergency savings,0.8124
"Norwalk, Westport & Darien Towns",900103,PUMA,score_cleanpos_p50,728
"Norwalk, Westport & Darien Towns",900103,PUMA,has_delinq_pct,0.2535
"Norwalk, Westport & Darien Towns",900103,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0509
"Norwalk, Westport & Darien Towns",900103,PUMA,had_foreclosure_2yr_pct,0.0016
"Norwalk, Westport & Darien Towns",900103,PUMA,share_of_low_income_households_with_housing_cost_burden,0.8022
"Norwalk, Westport & Darien Towns",900103,PUMA,share_of_people_with_health_insurance,0.8684
Bridgeport Town,900104,PUMA,median net worth,18872.439
Bridgeport Town,900104,PUMA,homeownership_rate,0.4034
Bridgeport Town,900104,PUMA,median_home_value_among_homeowners,200000
Bridgeport Town,900104,PUMA,at least 2000 emergency savings,0.4741
Bridgeport Town,900104,PUMA,score_cleanpos_p50,656
Bridgeport Town,900104,PUMA,has_delinq_pct,0.4171
Bridgeport Town,900104,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1188
Bridgeport Town,900104,PUMA,had_foreclosure_2yr_pct,0.0022
Bridgeport Town,900104,PUMA,share_of_low_income_households_with_housing_cost_burden,0.6849
Bridgeport Town,900104,PUMA,share_of_people_with_health_insurance,0.8546
"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",900105,PUMA,median net worth,375374.91
"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",900105,PUMA,homeownership_rate,0.8373
"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",900105,PUMA,median_home_value_among_homeowners,325000
"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",900105,PUMA,at least 2000 emergency savings,0.8411
"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",900105,PUMA,score_cleanpos_p50,744
"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",900105,PUMA,has_delinq_pct,0.1772
"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",900105,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0525
"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",900105,PUMA,had_foreclosure_2yr_pct,0.0018
"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",900105,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7791
"Stratford, Shelton, Trumbull, Newtown & Monroe Towns",900105,PUMA,share_of_people_with_health_insurance,0.9703
Hartford County (North),900300,PUMA,median net worth,263551.34
Hartford County (North),900300,PUMA,homeownership_rate,0.8132
Hartford County (North),900300,PUMA,median_home_value_among_homeowners,235000
Hartford County (North),900300,PUMA,at least 2000 emergency savings,0.8117
Hartford County (North),900300,PUMA,score_cleanpos_p50,741
Hartford County (North),900300,PUMA,has_delinq_pct,0.2067
Hartford County (North),900300,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0667
Hartford County (North),900300,PUMA,had_foreclosure_2yr_pct,0.002
Hartford County (North),900300,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7322
Hartford County (North),900300,PUMA,share_of_people_with_health_insurance,0.9643
Manchester & East Hartford Towns,900301,PUMA,median net worth,81939.586
Manchester & East Hartford Towns,900301,PUMA,homeownership_rate,0.5472
Manchester & East Hartford Towns,900301,PUMA,median_home_value_among_homeowners,180000
Manchester & East Hartford Towns,900301,PUMA,at least 2000 emergency savings,0.6029
Manchester & East Hartford Towns,900301,PUMA,score_cleanpos_p50,685
Manchester & East Hartford Towns,900301,PUMA,has_delinq_pct,0.3565
Manchester & East Hartford Towns,900301,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1067
Manchester & East Hartford Towns,900301,PUMA,had_foreclosure_2yr_pct,7e-4
Manchester & East Hartford Towns,900301,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7253
Manchester & East Hartford Towns,900301,PUMA,share_of_people_with_health_insurance,0.9432
Hartford Town,900302,PUMA,median net worth,5246.5439
Hartford Town,900302,PUMA,homeownership_rate,0.2595
Hartford Town,900302,PUMA,median_home_value_among_homeowners,191000
Hartford Town,900302,PUMA,at least 2000 emergency savings,0.3779
Hartford Town,900302,PUMA,score_cleanpos_p50,656
Hartford Town,900302,PUMA,has_delinq_pct,0.4465
Hartford Town,900302,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1399
Hartford Town,900302,PUMA,had_foreclosure_2yr_pct,0.0018
Hartford Town,900302,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7316
Hartford Town,900302,PUMA,share_of_people_with_health_insurance,0.9129
"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",900303,PUMA,median net worth,316592.94
"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",900303,PUMA,homeownership_rate,0.7211
"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",900303,PUMA,median_home_value_among_homeowners,300000
"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",900303,PUMA,at least 2000 emergency savings,0.8076
"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",900303,PUMA,score_cleanpos_p50,750
"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",900303,PUMA,has_delinq_pct,0.1836
"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",900303,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0554
"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",900303,PUMA,had_foreclosure_2yr_pct,0.0015
"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",900303,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7164
"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",900303,PUMA,share_of_people_with_health_insurance,0.9762
"Bristol, Southington & Burlington Towns",900304,PUMA,median net worth,204563.16
"Bristol, Southington & Burlington Towns",900304,PUMA,homeownership_rate,0.7405
"Bristol, Southington & Burlington Towns",900304,PUMA,median_home_value_among_homeowners,225000
"Bristol, Southington & Burlington Towns",900304,PUMA,at least 2000 emergency savings,0.7659
"Bristol, Southington & Burlington Towns",900304,PUMA,score_cleanpos_p50,727
"Bristol, Southington & Burlington Towns",900304,PUMA,has_delinq_pct,0.2568
"Bristol, Southington & Burlington Towns",900304,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.068
"Bristol, Southington & Burlington Towns",900304,PUMA,had_foreclosure_2yr_pct,4e-4
"Bristol, Southington & Burlington Towns",900304,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7128
"Bristol, Southington & Burlington Towns",900304,PUMA,share_of_people_with_health_insurance,0.9546
"New Britain, Berlin & Plainville Towns",900305,PUMA,median net worth,67437.352
"New Britain, Berlin & Plainville Towns",900305,PUMA,homeownership_rate,0.5053
"New Britain, Berlin & Plainville Towns",900305,PUMA,median_home_value_among_homeowners,200000
"New Britain, Berlin & Plainville Towns",900305,PUMA,at least 2000 emergency savings,0.5929
"New Britain, Berlin & Plainville Towns",900305,PUMA,score_cleanpos_p50,679.5
"New Britain, Berlin & Plainville Towns",900305,PUMA,has_delinq_pct,0.3495
"New Britain, Berlin & Plainville Towns",900305,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1032
"New Britain, Berlin & Plainville Towns",900305,PUMA,had_foreclosure_2yr_pct,0
"New Britain, Berlin & Plainville Towns",900305,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7064
"New Britain, Berlin & Plainville Towns",900305,PUMA,share_of_people_with_health_insurance,0.9718
"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",900306,PUMA,median net worth,276894.56
"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",900306,PUMA,homeownership_rate,0.771
"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",900306,PUMA,median_home_value_among_homeowners,270000
"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",900306,PUMA,at least 2000 emergency savings,0.8242
"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",900306,PUMA,score_cleanpos_p50,759
"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",900306,PUMA,has_delinq_pct,0.1439
"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",900306,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0614
"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",900306,PUMA,had_foreclosure_2yr_pct,0.001
"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",900306,PUMA,share_of_low_income_households_with_housing_cost_burden,0.6953
"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns",900306,PUMA,share_of_people_with_health_insurance,0.9702
Litchfield County,900500,PUMA,median net worth,250690
Litchfield County,900500,PUMA,homeownership_rate,0.7409
Litchfield County,900500,PUMA,median_home_value_among_homeowners,250000
Litchfield County,900500,PUMA,at least 2000 emergency savings,0.7508
Litchfield County,900500,PUMA,score_cleanpos_p50,731
Litchfield County,900500,PUMA,has_delinq_pct,0.2438
Litchfield County,900500,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0797
Litchfield County,900500,PUMA,had_foreclosure_2yr_pct,0.0026
Litchfield County,900500,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7262
Litchfield County,900500,PUMA,share_of_people_with_health_insurance,0.9591
Middlesex County,900700,PUMA,median net worth,260640.38
Middlesex County,900700,PUMA,homeownership_rate,0.7506
Middlesex County,900700,PUMA,median_home_value_among_homeowners,280000
Middlesex County,900700,PUMA,at least 2000 emergency savings,0.7622
Middlesex County,900700,PUMA,score_cleanpos_p50,748
Middlesex County,900700,PUMA,has_delinq_pct,0.1813
Middlesex County,900700,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0655
Middlesex County,900700,PUMA,had_foreclosure_2yr_pct,0.0013
Middlesex County,900700,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7646
Middlesex County,900700,PUMA,share_of_people_with_health_insurance,0.9741
New Haven County (Northwest),900900,PUMA,median net worth,325463.16
New Haven County (Northwest),900900,PUMA,homeownership_rate,0.8441
New Haven County (Northwest),900900,PUMA,median_home_value_among_homeowners,275000
New Haven County (Northwest),900900,PUMA,at least 2000 emergency savings,0.8116
New Haven County (Northwest),900900,PUMA,score_cleanpos_p50,753
New Haven County (Northwest),900900,PUMA,has_delinq_pct,0.174
New Haven County (Northwest),900900,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0524
New Haven County (Northwest),900900,PUMA,had_foreclosure_2yr_pct,0.001
New Haven County (Northwest),900900,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7747
New Haven County (Northwest),900900,PUMA,share_of_people_with_health_insurance,0.972
Waterbury Town,900901,PUMA,median net worth,18128.588
Waterbury Town,900901,PUMA,homeownership_rate,0.3868
Waterbury Town,900901,PUMA,median_home_value_among_homeowners,145000
Waterbury Town,900901,PUMA,at least 2000 emergency savings,0.4536
Waterbury Town,900901,PUMA,score_cleanpos_p50,642
Waterbury Town,900901,PUMA,has_delinq_pct,0.4798
Waterbury Town,900901,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.1499
Waterbury Town,900901,PUMA,had_foreclosure_2yr_pct,0.0039
Waterbury Town,900901,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7128
Waterbury Town,900901,PUMA,share_of_people_with_health_insurance,0.9402
"Meriden, Wallingford & North Haven Towns",900902,PUMA,median net worth,177258.78
"Meriden, Wallingford & North Haven Towns",900902,PUMA,homeownership_rate,0.6797
"Meriden, Wallingford & North Haven Towns",900902,PUMA,median_home_value_among_homeowners,250000
"Meriden, Wallingford & North Haven Towns",900902,PUMA,at least 2000 emergency savings,0.6971
"Meriden, Wallingford & North Haven Towns",900902,PUMA,score_cleanpos_p50,722
"Meriden, Wallingford & North Haven Towns",900902,PUMA,has_delinq_pct,0.2515
"Meriden, Wallingford & North Haven Towns",900902,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0794
"Meriden, Wallingford & North Haven Towns",900902,PUMA,had_foreclosure_2yr_pct,0.0022
"Meriden, Wallingford & North Haven Towns",900902,PUMA,share_of_low_income_households_with_housing_cost_burden,0.7771
"Meriden, Wallingford & North Haven Towns",900902,PUMA,share_of_people_with_health_insurance,0.9232
"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",900903,PUMA,median net worth,153149.41
"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",900903,PUMA,homeownership_rate,0.6342
"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",900903,PUMA,median_home_value_among_homeowners,230000
"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",900903,PUMA,at least 2000 emergency savings,0.6975
"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",900903,PUMA,score_cleanpos_p50,709
"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",900903,PUMA,has_delinq_pct,0.2644
"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",900903,PUMA,share_of_student_loan_holders_with_delinquent_student_loans,0.0812
"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",900903,PUMA,had_foreclosure_2yr_pct,0.0014
"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",900903,PUMA,share_of_low_income_households_with_housing_cost_burden,0.8455
"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns",900903,PUMA,share_of_people_with_health_insurance,0.9596
"West Haven, Milford & Orange Towns",900904,PUMA,median net worth,218036.17
"West Haven, Milford & Orange Towns",900904,PUMA,homeownership_rate,0.6765
"West Haven, Milford & Orange Towns",900904,PUMA,median_home_value_among_homeowners,275000
